Quarter,Minute,Second,Down,ToGo,YardLine,SeriesFirstDown,Formation,YardLineDirection,PlayType
2,13,45,1,10,20,0,NO HUDDLE,OWN,PASS
2,13,7,3,12,18,0,SHOTGUN,OWN,PASS
2,12,4,2,6,35,1,SHOTGUN,OWN,PASS
2,11,21,1,10,44,0,SHOTGUN,OWN,PASS
2,10,35,2,11,43,0,SHOTGUN,OWN,PASS
2,10,28,3,11,43,0,SHOTGUN,OWN,PASS
2,9,46,2,5,19,1,NO HUDDLE SHOTGUN,OWN,PASS
2,6,8,2,6,41,0,UNDER CENTER,OWN,PASS
2,5,59,3,6,41,0,NO HUDDLE SHOTGUN,OWN,PASS
2,5,47,1,10,30,0,SHOTGUN,OWN,PASS
2,5,40,2,10,30,0,NO HUDDLE SHOTGUN,OWN,PASS
2,5,37,3,10,30,0,SHOTGUN,OWN,PASS
2,4,33,2,10,57,0,SHOTGUN,OPP,PASS
2,2,12,1,10,44,0,NO HUDDLE SHOTGUN,OWN,PASS
2,1,0,1,10,20,0,SHOTGUN,OWN,PASS
3,14,26,2,5,30,1,UNDER CENTER,OWN,PASS
3,7,35,2,7,28,1,SHOTGUN,OWN,PASS
3,4,34,2,9,30,1,SHOTGUN,OWN,PASS
3,3,59,1,10,40,0,SHOTGUN,OWN,PASS
4,10,51,2,5,30,0,NO HUDDLE,OWN,PASS
4,10,44,3,5,30,0,SHOTGUN,OWN,PASS
4,9,19,3,7,26,0,SHOTGUN,OWN,PASS
4,8,15,1,10,20,1,SHOTGUN,OWN,PASS
4,7,2,2,10,36,0,NO HUDDLE SHOTGUN,OWN,PASS
4,6,15,3,8,38,0,SHOTGUN,OWN,PASS
4,4,36,3,22,13,0,SHOTGUN,OWN,PASS
1,11,45,3,8,45,0,SHOTGUN,OWN,PASS
1,10,47,2,7,4,0,SHOTGUN,OWN,PASS
1,10,41,1,10,9,1,UNDER CENTER,OWN,PASS
1,8,46,3,1,30,0,UNDER CENTER,OWN,PASS
1,7,25,1,10,25,0,UNDER CENTER,OWN,PASS
1,6,7,1,10,36,0,UNDER CENTER,OWN,PASS
1,4,55,1,10,30,0,UNDER CENTER,OWN,PASS
1,4,15,2,5,35,0,UNDER CENTER,OWN,PASS
1,4,11,3,5,35,0,SHOTGUN,OWN,PASS
1,2,49,1,10,25,1,UNDER CENTER,OWN,PASS
2,2,27,3,15,48,0,SHOTGUN,OWN,PASS
2,2,0,3,25,38,0,SHOTGUN,OWN,PASS
2,1,18,2,8,29,0,NO HUDDLE SHOTGUN,OWN,PASS
2,0,50,1,10,49,0,SHOTGUN,OWN,PASS
2,0,38,1,10,39,0,UNDER CENTER,OWN,PASS
2,0,23,2,6,43,0,SHOTGUN,OWN,PASS
2,0,15,3,6,43,0,SHOTGUN,OWN,PASS
2,0,3,1,10,48,0,SHOTGUN,OWN,PASS
3,14,25,2,4,31,0,UNDER CENTER,OWN,PASS
3,14,20,3,4,31,0,SHOTGUN,OWN,PASS
3,12,42,1,10,37,0,UNDER CENTER,OWN,PASS
3,11,55,3,7,40,0,SHOTGUN,OWN,PASS
3,9,8,1,10,30,0,UNDER CENTER,OWN,PASS
3,6,56,2,7,22,0,UNDER CENTER,OWN,PASS
3,6,48,3,7,22,0,SHOTGUN,OWN,PASS
3,0,35,1,10,32,0,SHOTGUN,OWN,PASS
4,14,52,1,10,25,0,UNDER CENTER,OWN,PASS
4,14,11,2,9,31,0,SHOTGUN,OWN,PASS
4,11,56,3,7,29,0,SHOTGUN,OWN,PASS
4,11,42,1,10,30,0,UNDER CENTER,OWN,PASS
4,9,20,1,10,5,0,UNDER CENTER,OWN,PASS
4,8,34,3,4,11,1,SHOTGUN,OWN,PASS
4,5,7,2,10,2,0,SHOTGUN,OWN,PASS
4,2,35,1,10,42,0,NO HUDDLE SHOTGUN,OWN,PASS
4,2,31,2,10,42,0,SHOTGUN,OWN,PASS
4,2,25,3,10,42,1,SHOTGUN,OWN,PASS
1,12,57,1,10,25,0,SHOTGUN,OWN,PASS
1,11,47,1,10,44,0,SHOTGUN,OWN,PASS
1,5,57,2,7,23,0,SHOTGUN,OWN,PASS
1,5,51,3,7,23,0,SHOTGUN,OWN,PASS
1,5,32,1,10,35,1,SHOTGUN,OWN,PASS
1,2,11,1,10,25,1,SHOTGUN,OWN,PASS
1,1,19,2,8,39,1,SHOTGUN,OWN,PASS
2,12,41,1,10,25,0,UNDER CENTER,OWN,PASS
2,8,27,1,10,47,1,UNDER CENTER,OWN,PASS
2,5,1,3,4,31,1,SHOTGUN,OWN,PASS
2,2,19,1,10,33,0,SHOTGUN,OWN,PASS
2,2,0,2,1,42,0,SHOTGUN,OWN,PASS
3,14,55,1,10,28,0,SHOTGUN,OWN,PASS
3,8,42,3,12,33,1,SHOTGUN,OWN,PASS
3,6,45,1,10,25,1,SHOTGUN,OWN,PASS
3,6,7,1,10,35,1,UNDER CENTER,OWN,PASS
3,1,13,1,10,37,0,SHOTGUN,OWN,PASS
3,0,38,2,6,41,0,SHOTGUN,OWN,PASS
4,6,57,1,10,25,1,UNDER CENTER,OWN,PASS
4,6,19,1,10,38,0,SHOTGUN,OWN,PASS
4,5,47,2,1,47,1,SHOTGUN,OWN,PASS
4,3,22,1,10,21,1,SHOTGUN,OWN,PASS
4,2,42,1,10,31,0,UNDER CENTER,OWN,PASS
4,2,37,2,10,31,1,SHOTGUN,OWN,PASS
4,2,29,1,10,49,1,SHOTGUN,OWN,PASS
4,1,40,1,10,42,0,SHOTGUN,OWN,PASS
4,1,33,2,10,42,0,SHOTGUN,OWN,PASS
4,1,7,3,5,47,1,NO HUDDLE SHOTGUN,OWN,PASS
1,14,56,1,10,22,1,UNDER CENTER,OWN,PASS
1,13,37,2,9,46,0,UNDER CENTER,OWN,PASS
1,9,1,1,10,11,1,UNDER CENTER,OWN,PASS
1,7,37,2,6,32,1,SHOTGUN,OWN,PASS
1,6,33,2,7,47,0,SHOTGUN,OWN,PASS
1,3,1,1,10,44,0,UNDER CENTER,OWN,PASS
1,2,55,2,10,44,0,SHOTGUN,OWN,PASS
1,2,41,1,10,49,1,SHOTGUN,OWN,PASS
1,1,30,1,10,35,1,SHOTGUN,OWN,PASS
1,0,24,2,14,42,0,SHOTGUN,OWN,PASS
1,0,20,3,14,42,0,SHOTGUN,OWN,PASS
1,0,5,1,10,4,0,UNDER CENTER,OWN,PASS
2,14,20,3,3,11,1,SHOTGUN,OWN,PASS
2,12,54,2,11,19,0,SHOTGUN,OWN,PASS
2,12,50,3,11,19,1,SHOTGUN,OWN,PASS
2,10,57,3,1,49,1,UNDER CENTER,OWN,PASS
2,9,18,1,10,25,0,UNDER CENTER,OWN,PASS
2,9,14,2,10,25,0,SHOTGUN,OWN,PASS
2,2,25,1,10,25,0,SHOTGUN,OWN,PASS
2,2,5,2,4,31,1,SHOTGUN,OWN,PASS
2,1,58,1,10,47,0,SHOTGUN,OWN,PASS
2,1,48,1,20,37,0,SHOTGUN,OWN,PASS
2,0,24,1,10,41,0,UNDER CENTER,OWN,PASS
3,12,32,2,7,28,0,SHOTGUN,OWN,PASS
3,12,29,3,7,28,0,SHOTGUN,OWN,PASS
3,10,49,3,11,29,0,SHOTGUN,OWN,PASS
3,10,35,1,10,25,0,SHOTGUN,OWN,PASS
3,9,6,2,7,32,0,SHOTGUN,OWN,PASS
3,7,49,1,10,41,0,SHOTGUN,OWN,PASS
3,4,23,2,5,30,1,SHOTGUN,OWN,PASS
4,13,52,2,9,7,0,SHOTGUN,OWN,PASS
4,13,9,1,10,39,0,UNDER CENTER,OWN,PASS
4,11,53,3,2,47,1,SHOTGUN,OWN,PASS
4,6,29,3,3,24,0,SHOTGUN,OWN,PASS
4,6,12,1,10,43,0,SHOTGUN,OWN,PASS
4,6,7,2,10,43,1,SHOTGUN,OWN,PASS
4,1,20,4,15,45,0,SHOTGUN,OWN,PASS
1,14,30,2,3,32,1,SHOTGUN,OWN,PASS
1,11,11,2,3,48,1,SHOTGUN,OWN,PASS
1,9,37,1,10,25,0,UNDER CENTER,OWN,PASS
1,9,32,2,10,25,0,UNDER CENTER,OWN,PASS
1,7,53,2,4,42,1,SHOTGUN,OWN,PASS
1,4,32,2,3,15,1,SHOTGUN,OWN,PASS
1,3,43,1,10,39,1,SHOTGUN,OWN,PASS
1,0,12,2,7,14,0,SHOTGUN,OWN,PASS
1,0,9,3,7,14,0,SHOTGUN,OWN,PASS
2,12,11,1,10,19,1,SHOTGUN,OWN,PASS
2,11,31,1,10,41,0,UNDER CENTER,OWN,PASS
2,10,56,2,20,31,0,SHOTGUN,OWN,PASS
2,10,50,3,20,31,0,SHOTGUN,OWN,PASS
2,10,16,1,10,11,0,SHOTGUN,OWN,PASS
2,8,25,3,15,6,0,SHOTGUN,OWN,PASS
2,1,44,1,10,25,0,SHOTGUN,OWN,PASS
2,1,15,2,9,26,1,NO HUDDLE SHOTGUN,OWN,PASS
2,1,0,1,10,25,0,SHOTGUN,OWN,PASS
2,0,53,1,10,40,0,SHOTGUN,OWN,PASS
3,15,0,1,10,25,0,SHOTGUN,OWN,PASS
3,13,45,3,2,33,0,SHOTGUN,OWN,PASS
3,9,14,1,10,25,0,SHOTGUN,OWN,PASS
3,8,54,2,3,32,1,NO HUDDLE SHOTGUN,OWN,PASS
3,8,13,1,10,38,0,UNDER CENTER,OWN,PASS
3,7,40,2,6,42,1,SHOTGUN,OWN,PASS
4,8,26,1,10,25,0,UNDER CENTER,OWN,PASS
4,8,20,2,10,25,0,UNDER CENTER,OWN,PASS
4,7,43,1,10,11,1,SHOTGUN,OWN,PASS
4,6,52,2,7,33,0,NO HUDDLE SHOTGUN,OWN,PASS
4,6,8,3,1,39,1,SHOTGUN,OWN,PASS
4,3,39,2,10,6,0,SHOTGUN,OWN,PASS
4,2,10,2,12,40,0,SHOTGUN,OWN,PASS
4,2,0,3,9,43,1,SHOTGUN,OWN,PASS
1,13,55,3,7,28,1,SHOTGUN,OWN,PASS
1,13,18,1,10,45,0,SHOTGUN,OWN,PASS
1,11,41,3,10,45,0,SHOTGUN,OWN,PASS
1,9,43,1,10,24,1,SHOTGUN,OWN,PASS
1,8,7,1,10,20,1,UNDER CENTER,OWN,PASS
1,6,57,2,12,37,1,SHOTGUN,OWN,PASS
1,4,2,1,10,25,1,SHOTGUN,OWN,PASS
1,3,22,1,10,48,1,UNDER CENTER,OWN,PASS
1,1,4,1,10,34,1,UNDER CENTER,OWN,PASS
2,14,2,1,10,10,0,SHOTGUN,OWN,PASS
2,13,19,2,7,13,1,UNDER CENTER,OWN,PASS
2,12,18,1,18,20,0,UNDER CENTER,OWN,PASS
2,10,15,2,7,43,0,SHOTGUN,OWN,PASS
2,9,9,3,18,32,0,SHOTGUN,OWN,PASS
2,8,57,1,20,7,0,UNDER CENTER,OWN,PASS
2,8,50,2,20,7,0,SHOTGUN,OWN,PASS
2,8,17,3,13,14,0,SHOTGUN,OWN,PASS
2,6,35,1,15,37,0,SHOTGUN,OWN,PASS
2,5,57,2,10,42,1,SHOTGUN,OWN,PASS
2,2,21,1,10,18,1,UNDER CENTER,OWN,PASS
2,0,51,1,10,43,0,SHOTGUN,OWN,PASS
2,0,48,2,10,43,0,SHOTGUN,OWN,PASS
2,0,26,3,6,47,1,SHOTGUN,OWN,PASS
3,8,34,1,10,25,1,SHOTGUN,OWN,PASS
3,7,19,2,7,43,0,UNDER CENTER,OWN,PASS
3,4,0,1,10,25,1,UNDER CENTER,OWN,PASS
3,0,44,1,10,37,1,UNDER CENTER,OWN,PASS
4,15,0,1,20,48,0,SHOTGUN,OWN,PASS
4,14,56,2,20,48,0,SHOTGUN,OWN,PASS
4,8,54,1,10,25,0,SHOTGUN,OWN,PASS
4,8,21,2,3,32,0,SHOTGUN,OWN,PASS
4,7,44,3,6,29,0,SHOTGUN,OWN,PASS
4,6,45,2,8,16,0,SHOTGUN,OWN,PASS
4,6,6,3,9,15,0,SHOTGUN,OWN,PASS
4,4,54,2,5,44,1,NO HUDDLE SHOTGUN,OWN,PASS
4,4,4,2,15,45,1,NO HUDDLE SHOTGUN,OWN,PASS
1,14,25,2,9,26,0,SHOTGUN,OWN,PASS
1,14,21,3,9,26,1,SHOTGUN,OWN,PASS
1,13,17,2,6,40,1,UNDER CENTER,OWN,PASS
1,10,31,1,10,29,1,SHOTGUN,OWN,PASS
1,9,47,1,18,40,0,SHOTGUN,OWN,PASS
1,9,8,2,10,48,0,SHOTGUN,OWN,PASS
1,9,2,3,10,48,0,SHOTGUN,OWN,PASS
1,7,37,2,8,8,0,SHOTGUN,OWN,PASS
1,6,58,3,3,13,1,SHOTGUN,OWN,PASS
1,6,21,1,10,22,1,UNDER CENTER,OWN,PASS
1,5,47,1,10,33,1,UNDER CENTER,OWN,PASS
1,2,28,2,10,24,0,UNDER CENTER,OWN,PASS
1,2,1,1,10,49,0,SHOTGUN,OWN,PASS
2,14,32,1,15,8,0,UNDER CENTER,OWN,PASS
2,13,48,2,8,15,0,SHOTGUN,OWN,PASS
2,13,44,3,8,15,1,SHOTGUN,OWN,PASS
2,12,52,1,20,34,0,SHOTGUN,OWN,PASS
2,12,15,2,6,48,1,UNDER CENTER,OWN,PASS
2,9,34,1,10,30,0,SHOTGUN,OWN,PASS
2,5,19,1,10,25,1,UNDER CENTER,OWN,PASS
2,3,32,2,5,30,1,SHOTGUN,OWN,PASS
2,2,30,1,20,44,0,SHOTGUN,OWN,PASS
2,0,56,1,10,46,0,SHOTGUN,OWN,PASS
2,0,52,2,7,49,0,SHOTGUN,OWN,PASS
3,14,15,2,9,26,0,SHOTGUN,OWN,PASS
3,14,10,3,9,26,1,SHOTGUN,OWN,PASS
3,12,42,1,10,48,0,NO HUDDLE SHOTGUN,OWN,PASS
3,12,38,2,10,48,0,SHOTGUN,OWN,PASS
3,12,35,3,10,48,0,SHOTGUN,OWN,PASS
3,5,44,1,15,32,0,SHOTGUN,OWN,PASS
3,5,15,3,18,29,0,SHOTGUN,OWN,PASS
3,3,45,2,18,26,0,SHOTGUN,OWN,PASS
3,3,2,3,8,36,1,SHOTGUN,OWN,PASS
3,2,25,1,10,46,0,SHOTGUN,OWN,PASS
3,1,42,2,7,49,0,SHOTGUN,OWN,PASS
3,0,2,1,10,22,0,UNDER CENTER,OWN,PASS
4,15,0,2,10,22,0,SHOTGUN,OWN,PASS
4,13,25,2,10,39,1,UNDER CENTER,OWN,PASS
4,10,1,1,5,38,0,SHOTGUN,OWN,PASS
4,8,22,3,8,35,1,SHOTGUN,OWN,PASS
4,5,9,2,7,28,1,SHOTGUN,OWN,PASS
4,3,44,2,11,48,0,SHOTGUN,OWN,PASS
4,0,16,1,10,34,0,SHOTGUN,OWN,PASS
4,0,10,2,10,34,0,SHOTGUN,OWN,PASS
4,0,5,3,6,38,0,SHOTGUN,OWN,PASS
1,15,0,1,10,25,0,UNDER CENTER,OWN,PASS
1,14,54,2,10,25,0,SHOTGUN,OWN,PASS
1,12,27,2,15,38,0,UNDER CENTER,OWN,PASS
1,12,22,3,15,38,0,SHOTGUN,OWN,PASS
1,11,0,2,17,31,0,SHOTGUN,OWN,PASS
1,10,25,3,8,40,1,SHOTGUN,OWN,PASS
1,7,6,3,7,30,0,SHOTGUN,OWN,PASS
1,5,45,3,18,8,0,SHOTGUN,OWN,PASS
1,4,55,1,10,30,1,SHOTGUN,OWN,PASS
1,4,30,1,10,42,0,NO HUDDLE,OWN,PASS
1,4,4,3,16,36,0,SHOTGUN,OWN,PASS
1,2,34,3,5,18,1,SHOTGUN,OWN,PASS
1,1,25,2,8,29,0,SHOTGUN,OWN,PASS
1,1,21,3,8,29,1,SHOTGUN,OWN,PASS
1,0,44,1,10,42,0,UNDER CENTER,OWN,PASS
1,0,21,2,23,29,0,SHOTGUN,OWN,PASS
2,15,0,3,17,35,0,SHOTGUN,OWN,PASS
2,14,14,1,10,21,0,SHOTGUN,OWN,PASS
2,12,23,1,10,42,1,SHOTGUN,OWN,PASS
2,8,32,1,10,25,0,UNDER CENTER,OWN,PASS
2,6,30,2,9,39,0,SHOTGUN,OWN,PASS
2,6,24,3,9,39,1,SHOTGUN,OWN,PASS
2,2,37,2,14,21,0,SHOTGUN,OWN,PASS
2,2,32,3,14,21,0,SHOTGUN,OWN,PASS
2,2,5,3,9,26,0,SHOTGUN,OWN,PASS
2,1,43,1,10,41,0,SHOTGUN,OWN,PASS
2,1,18,2,3,48,1,NO HUDDLE SHOTGUN,OWN,PASS
3,14,53,1,10,16,0,UNDER CENTER,OWN,PASS
3,14,48,2,10,16,0,UNDER CENTER,OWN,PASS
3,14,43,3,10,16,0,SHOTGUN,OWN,PASS
3,14,7,1,10,32,1,UNDER CENTER,OWN,PASS
3,11,2,1,10,25,0,UNDER CENTER,OWN,PASS
3,7,37,1,10,35,0,UNDER CENTER,OWN,PASS
3,7,30,2,10,35,1,UNDER CENTER,OWN,PASS
3,4,10,1,10,15,1,SHOTGUN,OWN,PASS
3,3,32,1,10,30,0,UNDER CENTER,OWN,PASS
3,3,25,2,10,30,0,SHOTGUN,OWN,PASS
3,2,41,3,2,38,0,SHOTGUN,OWN,PASS
3,1,51,2,12,43,0,SHOTGUN,OWN,PASS
3,1,9,3,6,49,1,SHOTGUN,OWN,PASS
4,14,10,1,10,25,0,SHOTGUN,OWN,PASS
4,14,5,2,10,25,0,SHOTGUN,OWN,PASS
4,12,50,3,26,9,0,SHOTGUN,OWN,PASS
4,10,54,2,7,45,0,SHOTGUN,OWN,PASS
4,10,12,3,7,45,0,SHOTGUN,OWN,PASS
4,9,27,2,8,17,1,NO HUDDLE SHOTGUN,OWN,PASS
4,8,54,1,10,39,1,NO HUDDLE SHOTGUN,OWN,PASS
4,4,55,3,5,35,1,SHOTGUN,OWN,PASS
4,3,5,1,10,21,0,SHOTGUN,OWN,PASS
4,2,42,2,5,26,1,NO HUDDLE SHOTGUN,OWN,PASS
4,2,23,1,10,34,0,NO HUDDLE SHOTGUN,OWN,PASS
4,2,3,2,2,42,1,NO HUDDLE SHOTGUN,OWN,PASS
1,13,36,3,3,31,0,SHOTGUN,OWN,PASS
1,13,18,1,10,36,1,UNDER CENTER,OWN,PASS
1,10,14,1,10,26,0,UNDER CENTER,OWN,PASS
1,4,15,1,10,42,1,UNDER CENTER,OWN,PASS
2,8,58,2,17,29,0,SHOTGUN,OWN,PASS
2,6,59,1,10,25,0,UNDER CENTER,OWN,PASS
2,3,37,1,10,37,0,SHOTGUN,OWN,PASS
2,1,45,1,10,20,0,SHOTGUN,OWN,PASS
2,1,26,2,2,28,1,SHOTGUN,OWN,PASS
2,1,6,1,10,37,0,SHOTGUN,OWN,PASS
2,1,0,2,2,45,1,SHOTGUN,OWN,PASS
3,14,8,2,5,28,1,SHOTGUN,OWN,PASS
3,11,47,2,20,45,0,SHOTGUN,OWN,PASS
3,7,11,2,9,25,0,UNDER CENTER,OWN,PASS
3,6,23,3,7,27,0,SHOTGUN,OWN,PASS
3,6,4,1,10,27,0,UNDER CENTER,OWN,PASS
3,5,59,2,10,27,1,UNDER CENTER,OWN,PASS
4,12,18,2,11,29,0,SHOTGUN,OWN,PASS
4,12,11,3,11,29,0,SHOTGUN,OWN,PASS
4,2,0,3,11,29,0,SHOTGUN,OWN,PASS
4,1,21,4,6,34,0,SHOTGUN,OWN,PASS
1,13,44,3,5,30,0,SHOTGUN,OWN,PASS
1,13,31,1,10,23,1,SHOTGUN,OWN,PASS
1,12,52,1,10,37,0,SHOTGUN,OWN,PASS
1,12,18,2,1,46,0,SHOTGUN,OWN,PASS
1,11,47,2,6,41,0,SHOTGUN,OWN,PASS
1,9,36,1,10,38,0,SHOTGUN,OWN,PASS
1,9,32,2,10,38,1,UNDER CENTER,OWN,PASS
1,5,4,3,4,31,1,SHOTGUN,OWN,PASS
1,4,24,1,10,44,0,SHOTGUN,OWN,PASS
2,14,49,1,10,20,0,SHOTGUN,OWN,PASS
2,14,3,3,10,20,1,SHOTGUN,OWN,PASS
2,13,19,1,10,34,1,UNDER CENTER,OWN,PASS
2,12,54,1,10,45,0,UNDER CENTER,OWN,PASS
2,12,8,2,13,42,0,SHOTGUN,OWN,PASS
2,12,1,3,13,42,0,SHOTGUN,OWN,PASS
2,11,14,2,4,27,1,NO HUDDLE SHOTGUN,OWN,PASS
2,10,38,1,10,36,0,NO HUDDLE SHOTGUN,OWN,PASS
2,9,59,2,4,42,1,NO HUDDLE SHOTGUN,OWN,PASS
2,9,29,1,10,48,0,NO HUDDLE SHOTGUN,OWN,PASS
2,3,27,1,10,25,0,SHOTGUN,OWN,PASS
2,2,58,2,4,31,1,NO HUDDLE SHOTGUN,OWN,PASS
2,2,27,1,10,40,0,NO HUDDLE SHOTGUN,OWN,PASS
2,2,1,2,7,43,1,NO HUDDLE SHOTGUN,OWN,PASS
3,15,0,1,10,25,0,SHOTGUN,OWN,PASS
3,14,27,2,15,20,0,SHOTGUN,OWN,PASS
3,13,45,3,9,26,0,SHOTGUN,OWN,PASS
3,12,57,1,10,27,0,UNDER CENTER,OWN,PASS
3,11,2,3,4,47,0,SHOTGUN,OWN,PASS
3,10,47,1,10,3,1,UNDER CENTER,OWN,PASS
3,10,32,1,10,25,0,SHOTGUN,OWN,PASS
3,9,50,3,8,27,0,SHOTGUN,OWN,PASS
3,6,53,2,10,46,0,SHOTGUN,OWN,PASS
3,5,30,1,10,25,1,SHOTGUN,OWN,PASS
3,5,2,1,10,39,0,NO HUDDLE SHOTGUN,OWN,PASS
3,4,40,2,8,41,0,SHOTGUN,OWN,PASS
3,4,33,3,8,41,0,SHOTGUN,OWN,PASS
3,3,40,2,8,12,0,UNDER CENTER,OWN,PASS
3,3,34,3,8,12,0,SHOTGUN,OWN,PASS
3,2,38,2,4,43,1,SHOTGUN,OWN,PASS
3,2,1,1,10,47,1,NO HUDDLE SHOTGUN,OWN,PASS
4,12,24,3,5,40,0,SHOTGUN,OWN,PASS
4,9,17,1,10,25,0,SHOTGUN,OWN,PASS
4,8,45,2,1,34,1,NO HUDDLE SHOTGUN,OWN,PASS
4,8,6,1,10,47,0,NO HUDDLE SHOTGUN,OWN,PASS
4,7,59,2,10,47,0,NO HUDDLE SHOTGUN,OWN,PASS
4,3,45,2,16,38,1,NO HUDDLE SHOTGUN,OWN,PASS
1,15,0,1,10,25,0,SHOTGUN,OWN,PASS
1,14,27,2,5,30,0,UNDER CENTER,OWN,PASS
1,11,30,3,8,31,0,NO HUDDLE SHOTGUN,OWN,PASS
1,11,14,1,10,24,0,SHOTGUN,OWN,PASS
1,10,27,2,20,14,0,SHOTGUN,OWN,PASS
1,9,41,3,14,20,0,SHOTGUN,OWN,PASS
1,9,31,1,10,32,0,UNDER CENTER,OWN,PASS
1,8,52,1,10,43,0,UNDER CENTER,OWN,PASS
1,4,58,1,10,37,0,SHOTGUN,OWN,PASS
1,2,53,1,10,25,1,UNDER CENTER,OWN,PASS
1,2,19,1,10,40,0,UNDER CENTER,OWN,PASS
1,1,36,2,2,48,1,UNDER CENTER,OWN,PASS
2,14,16,1,10,25,1,SHOTGUN,OWN,PASS
2,13,4,2,7,45,0,UNDER CENTER,OWN,PASS
2,13,0,3,7,45,1,SHOTGUN,OWN,PASS
2,11,1,1,10,25,0,UNDER CENTER,OWN,PASS
2,8,22,2,9,18,1,UNDER CENTER,OWN,PASS
2,4,35,1,10,38,1,SHOTGUN,OWN,PASS
2,2,51,2,7,13,1,SHOTGUN,OWN,PASS
2,2,0,2,11,20,0,SHOTGUN,OWN,PASS
3,14,16,2,6,29,1,SHOTGUN,OWN,PASS
3,10,53,2,7,28,0,SHOTGUN,OWN,PASS
3,9,12,2,5,40,0,UNDER CENTER,OWN,PASS
3,2,47,2,8,27,0,UNDER CENTER,OWN,PASS
3,0,27,1,10,25,0,SHOTGUN,OWN,PASS
4,14,16,1,10,38,0,UNDER CENTER,OWN,PASS
4,10,42,2,6,24,0,UNDER CENTER,OWN,PASS
4,10,38,3,6,24,1,SHOTGUN,OWN,PASS
4,4,51,1,10,7,0,SHOTGUN,OWN,PASS
4,4,18,2,7,10,1,NO HUDDLE SHOTGUN,OWN,PASS
4,3,56,1,10,35,0,NO HUDDLE SHOTGUN,OWN,PASS
4,2,46,3,10,35,1,NO HUDDLE SHOTGUN,OWN,PASS
1,15,0,1,10,25,0,UNDER CENTER,OWN,PASS
1,14,21,2,8,27,1,UNDER CENTER,OWN,PASS
1,13,46,1,10,46,0,SHOTGUN,OWN,PASS
1,5,21,1,10,25,1,SHOTGUN,OWN,PASS
1,2,37,3,19,37,0,SHOTGUN,OWN,PASS
1,1,22,2,6,44,1,UNDER CENTER,OWN,PASS
2,8,43,1,20,14,0,SHOTGUN,OWN,PASS
2,4,55,2,5,18,0,UNDER CENTER,OWN,PASS
2,3,36,1,10,40,0,SHOTGUN,OWN,PASS
2,2,20,3,1,49,0,UNDER CENTER,OWN,PASS
2,1,48,1,10,20,1,SHOTGUN,OWN,PASS
2,1,29,1,10,33,0,SHOTGUN,OWN,PASS
2,0,45,1,10,38,0,SHOTGUN,OWN,PASS
2,0,25,2,2,46,1,SHOTGUN,OWN,PASS
3,14,29,2,9,26,0,SHOTGUN,OWN,PASS
3,14,25,3,9,26,1,SHOTGUN,OWN,PASS
3,13,27,1,20,38,0,SHOTGUN,OWN,PASS
3,13,21,2,20,38,0,SHOTGUN,OWN,PASS
3,7,58,2,8,24,1,SHOTGUN,OWN,PASS
3,7,17,1,10,37,0,UNDER CENTER,OWN,PASS
3,4,22,3,20,41,0,SHOTGUN,OWN,PASS
4,15,0,2,6,29,0,SHOTGUN,OWN,PASS
4,12,59,2,10,18,0,SHOTGUN,OWN,PASS
4,11,39,1,10,40,0,SHOTGUN,OWN,PASS
4,10,27,3,2,48,1,SHOTGUN,OWN,PASS
4,5,10,3,3,33,1,SHOTGUN,OWN,PASS
4,1,45,1,10,9,1,SHOTGUN,OWN,PASS
4,1,27,1,10,21,1,SHOTGUN,OWN,PASS
4,1,9,1,10,41,0,SHOTGUN,OWN,PASS
4,1,6,2,10,41,0,SHOTGUN,OWN,PASS
4,0,48,3,2,49,1,SHOTGUN,OWN,PASS
1,14,27,2,6,29,0,UNDER CENTER,OWN,PASS
1,13,9,1,10,37,0,SHOTGUN,OWN,PASS
1,12,25,3,8,39,0,SHOTGUN,OWN,PASS
1,9,16,1,10,22,0,SHOTGUN,OWN,PASS
1,9,11,2,10,22,0,SHOTGUN,OWN,PASS
1,9,6,3,10,22,0,SHOTGUN,OWN,PASS
1,8,49,1,10,29,0,UNDER CENTER,OWN,PASS
1,5,22,3,6,30,0,SHOTGUN,OWN,PASS
1,4,33,2,3,22,0,UNDER CENTER,OWN,PASS
1,4,2,1,10,36,0,UNDER CENTER,OWN,PASS
1,0,12,2,3,16,1,SHOTGUN,OWN,PASS
2,15,0,1,10,21,0,UNDER CENTER,OWN,PASS
2,14,10,3,9,22,0,SHOTGUN,OWN,PASS
2,13,1,2,9,33,0,SHOTGUN,OWN,PASS
2,8,33,3,7,5,1,SHOTGUN,OWN,PASS
2,7,20,2,6,21,1,SHOTGUN,OWN,PASS
2,0,51,1,10,25,0,SHOTGUN,OWN,PASS
2,0,7,3,15,20,0,SHOTGUN,OWN,PASS
3,14,20,2,6,29,0,SHOTGUN,OWN,PASS
3,13,13,1,10,36,1,UNDER CENTER,OWN,PASS
3,10,0,1,10,25,0,UNDER CENTER,OWN,PASS
3,6,34,3,20,26,0,SHOTGUN,OWN,PASS
3,4,29,1,10,23,0,UNDER CENTER,OWN,PASS
3,4,21,1,10,40,0,UNDER CENTER,OWN,PASS
3,4,16,2,10,40,0,UNDER CENTER,OWN,PASS
3,3,51,3,10,40,0,SHOTGUN,OWN,PASS
3,1,8,1,10,25,0,SHOTGUN,OWN,PASS
3,0,22,2,15,20,0,SHOTGUN,OWN,PASS
