Quarter,Minute,Second,Down,ToGo,YardLine,SeriesFirstDown,Formation,YardLineDirection,OffenseTeam,DefenseTeam
4,9,42,1,10,23,0,UNDER CENTER,OWN,NYG,TB
4,5,4,1,10,33,0,UNDER CENTER,OWN,NYG,TB
1,14,52,2,10,21,0,UNDER CENTER,OWN,WAS,HOU
1,14,10,1,10,27,0,SHOTGUN,OWN,HOU,WAS
1,9,27,1,10,9,0,UNDER CENTER,OWN,WAS,HOU
1,8,15,1,10,31,0,UNDER CENTER,OWN,WAS,HOU
1,7,33,2,7,34,0,SHOTGUN,OWN,WAS,HOU
1,3,15,1,10,25,0,UNDER CENTER,OWN,WAS,HOU
2,14,14,1,10,25,0,UNDER CENTER,OWN,HOU,WAS
2,11,29,1,10,4,1,UNDER CENTER,OWN,HOU,WAS
2,10,53,1,10,25,0,UNDER CENTER,OWN,HOU,WAS
2,8,49,3,1,49,1,UNDER CENTER,OWN,WAS,HOU
2,2,18,1,10,14,0,SHOTGUN,OWN,WAS,HOU
3,14,28,2,2,33,0,SHOTGUN,OWN,HOU,WAS
3,13,12,1,10,47,1,SHOTGUN,OWN,HOU,WAS
3,11,46,1,10,35,0,UNDER CENTER,OWN,WAS,HOU
3,7,31,1,10,13,0,UNDER CENTER,OWN,HOU,WAS
3,6,49,2,4,19,1,UNDER CENTER,OWN,HOU,WAS
3,6,15,1,10,26,0,UNDER CENTER,OWN,HOU,WAS
4,10,41,1,10,41,0,UNDER CENTER,OWN,HOU,WAS
4,10,5,2,4,47,1,UNDER CENTER,OWN,HOU,WAS
4,7,30,1,10,25,0,SHOTGUN,OWN,WAS,HOU
4,6,57,2,1,34,1,SHOTGUN,OWN,WAS,HOU
4,4,38,1,10,42,0,UNDER CENTER,OWN,HOU,WAS
1,15,0,1,10,25,0,UNDER CENTER,OWN,ARI,OAK
1,12,28,1,10,36,0,UNDER CENTER,OWN,ARI,OAK
1,11,49,2,5,41,0,UNDER CENTER,OWN,ARI,OAK
1,11,7,3,1,45,1,UNDER CENTER,OWN,ARI,OAK
1,10,25,1,10,49,0,UNDER CENTER,OWN,ARI,OAK
1,6,3,2,10,30,0,SHOTGUN,OWN,OAK,ARI
1,4,35,1,10,29,0,SHOTGUN,OWN,ARI,OAK
1,3,33,1,10,21,0,UNDER CENTER,OWN,OAK,ARI
1,2,54,2,3,28,0,UNDER CENTER,OWN,OAK,ARI
1,1,56,1,15,31,0,UNDER CENTER,OWN,ARI,OAK
1,1,13,2,8,38,0,UNDER CENTER,OWN,ARI,OAK
2,15,0,2,2,33,1,SHOTGUN,OWN,OAK,ARI
2,13,37,3,17,30,0,SHOTGUN,OWN,OAK,ARI
2,12,49,1,10,37,0,UNDER CENTER,OWN,ARI,OAK
2,8,20,1,15,20,0,UNDER CENTER,OWN,ARI,OAK
2,7,7,2,33,2,0,UNDER CENTER,OWN,ARI,OAK
2,6,21,3,31,4,0,UNDER CENTER,OWN,ARI,OAK
2,5,30,1,10,45,0,SHOTGUN,OWN,OAK,ARI
2,5,4,2,7,48,0,NO HUDDLE SHOTGUN,OWN,OAK,ARI
2,4,3,2,10,11,0,UNDER CENTER,OWN,ARI,OAK
2,2,22,2,1,46,0,NO HUDDLE,OWN,OAK,ARI
2,2,2,1,10,20,0,UNDER CENTER,OWN,ARI,OAK
2,0,17,2,5,14,1,SHOTGUN,OWN,OAK,ARI
3,15,0,1,10,25,1,UNDER CENTER,OWN,OAK,ARI
3,14,21,1,10,49,0,UNDER CENTER,OWN,OAK,ARI
3,13,8,1,10,69,0,SHOTGUN,OPP,OAK,ARI
3,10,26,1,10,25,0,UNDER CENTER,OWN,ARI,OAK
3,9,46,2,4,31,1,UNDER CENTER,OWN,ARI,OAK
3,9,6,1,10,35,0,UNDER CENTER,OWN,ARI,OAK
3,8,1,1,10,35,0,UNDER CENTER,OWN,OAK,ARI
3,7,22,2,6,39,0,SHOTGUN,OWN,OAK,ARI
3,0,22,1,10,25,0,UNDER CENTER,OWN,ARI,OAK
4,15,0,2,9,26,0,SHOTGUN,OWN,ARI,OAK
4,13,30,1,10,27,0,UNDER CENTER,OWN,OAK,ARI
4,12,1,1,10,37,0,UNDER CENTER,OWN,OAK,ARI
4,11,17,2,3,44,0,UNDER CENTER,OWN,OAK,ARI
4,10,32,3,1,46,1,SHOTGUN,OWN,OAK,ARI
4,7,39,1,10,20,1,UNDER CENTER,OWN,ARI,OAK
4,7,3,1,10,30,1,UNDER CENTER,OWN,ARI,OAK
4,4,57,1,10,25,0,SHOTGUN,OWN,OAK,ARI
4,3,36,1,10,40,0,UNDER CENTER,OWN,ARI,OAK
4,3,30,2,11,39,0,UNDER CENTER,OWN,ARI,OAK
4,2,23,3,23,43,0,SHOTGUN,OWN,ARI,OAK
4,2,11,3,26,40,0,UNDER CENTER,OWN,ARI,OAK
1,13,47,1,10,20,0,UNDER CENTER,OWN,LAC,DEN
1,6,22,2,1,17,1,UNDER CENTER,OWN,DEN,LAC
1,4,43,1,10,18,0,UNDER CENTER,OWN,LAC,DEN
1,0,33,1,10,30,0,UNDER CENTER,OWN,DEN,LAC
2,15,0,2,5,35,1,UNDER CENTER,OWN,DEN,LAC
2,12,1,1,10,13,0,UNDER CENTER,OWN,LAC,DEN
2,6,16,1,10,26,0,UNDER CENTER,OWN,LAC,DEN
2,0,12,2,10,19,1,SHOTGUN,OWN,LAC,DEN
3,14,35,1,10,44,0,SHOTGUN,OWN,LAC,DEN
3,13,58,2,8,46,0,UNDER CENTER,OWN,LAC,DEN
3,9,56,1,10,25,0,UNDER CENTER,OWN,DEN,LAC
3,8,2,2,3,29,1,UNDER CENTER,OWN,LAC,DEN
3,7,19,1,10,34,0,SHOTGUN,OWN,LAC,DEN
3,5,51,1,10,45,0,UNDER CENTER,OWN,LAC,DEN
3,1,41,2,2,34,0,UNDER CENTER,OWN,LAC,DEN
3,0,50,1,10,27,0,UNDER CENTER,OWN,DEN,LAC
4,6,4,1,10,41,0,UNDER CENTER,OWN,DEN,LAC
4,5,24,2,10,41,0,UNDER CENTER,OWN,DEN,LAC
4,3,45,1,10,20,0,UNDER CENTER,OWN,LAC,DEN
4,2,44,1,10,49,0,UNDER CENTER,OWN,LAC,DEN
1,14,54,1,10,15,0,UNDER CENTER,OWN,PHI,NO
1,13,24,1,10,23,1,UNDER CENTER,OWN,NO,PHI
1,8,58,2,10,45,0,SHOTGUN,OWN,PHI,NO
1,8,4,1,10,14,0,UNDER CENTER,OWN,NO,PHI
1,6,2,1,10,41,0,UNDER CENTER,OWN,NO,PHI
1,2,39,1,10,16,1,UNDER CENTER,OWN,NO,PHI
2,11,27,1,10,37,0,UNDER CENTER,OWN,PHI,NO
2,8,36,2,10,25,0,UNDER CENTER,OWN,NO,PHI
2,6,54,1,10,35,0,SHOTGUN,OWN,PHI,NO
2,6,15,2,4,41,1,UNDER CENTER,OWN,PHI,NO
2,5,29,1,10,47,0,SHOTGUN,OWN,PHI,NO
2,3,19,1,10,16,0,UNDER CENTER,OWN,NO,PHI
2,1,28,1,10,71,0,UNDER CENTER,OPP,NO,PHI
2,0,21,3,6,11,0,SHOTGUN,OWN,PHI,NO
3,15,0,1,10,30,0,UNDER CENTER,OWN,NO,PHI
3,5,27,1,10,24,0,UNDER CENTER,OWN,PHI,NO
3,3,21,1,10,37,0,SHOTGUN,OWN,PHI,NO
3,1,33,1,10,13,0,UNDER CENTER,OWN,NO,PHI
3,0,55,2,11,12,0,UNDER CENTER,OWN,NO,PHI
4,6,46,1,10,25,0,SHOTGUN,OWN,PHI,NO
4,5,28,1,10,17,0,UNDER CENTER,OWN,NO,PHI
4,4,46,2,10,17,0,UNDER CENTER,OWN,NO,PHI
4,4,3,3,10,17,0,UNDER CENTER,OWN,NO,PHI
4,2,39,2,10,35,0,NO HUDDLE SHOTGUN,OWN,PHI,NO
1,14,56,1,10,31,0,UNDER CENTER,OWN,JAX,PIT
1,13,34,1,10,48,0,UNDER CENTER,OWN,JAX,PIT
1,12,14,1,10,20,0,SHOTGUN,OWN,PIT,JAX
1,11,4,3,1,29,0,UNDER CENTER,OWN,PIT,JAX
1,9,39,2,5,25,0,UNDER CENTER,OWN,JAX,PIT
1,8,48,1,10,25,0,UNDER CENTER,OWN,PIT,JAX
1,8,16,1,10,42,0,SHOTGUN,OWN,PIT,JAX
1,7,7,1,10,6,0,SHOTGUN,OWN,JAX,PIT
1,6,32,2,6,10,1,SHOTGUN,OWN,JAX,PIT
1,5,56,1,10,21,0,UNDER CENTER,OWN,JAX,PIT
1,5,22,2,6,25,0,UNDER CENTER,OWN,JAX,PIT
1,4,44,3,1,30,1,SHOTGUN,OWN,JAX,PIT
1,4,6,1,10,36,0,UNDER CENTER,OWN,JAX,PIT
1,3,26,2,8,38,0,UNDER CENTER,OWN,JAX,PIT
2,13,5,2,10,25,0,SHOTGUN,OWN,PIT,JAX
3,13,38,1,15,31,0,SHOTGUN,OWN,BAL,CLE
2,12,2,1,10,42,1,UNDER CENTER,OWN,JAX,PIT
2,2,57,3,1,34,1,SHOTGUN,OWN,PIT,JAX
2,1,32,3,18,12,0,SHOTGUN,OWN,JAX,PIT
3,15,0,1,10,25,0,UNDER CENTER,OWN,PIT,JAX
3,13,21,1,10,26,0,UNDER CENTER,OWN,JAX,PIT
3,12,47,2,5,31,0,UNDER CENTER,OWN,JAX,PIT
3,12,7,3,2,34,0,SHOTGUN,OWN,JAX,PIT
3,1,17,1,10,25,0,UNDER CENTER,OWN,JAX,PIT
3,0,34,2,10,25,0,UNDER CENTER,OWN,JAX,PIT
4,6,47,1,10,44,0,UNDER CENTER,OWN,JAX,PIT
4,6,2,2,11,43,0,UNDER CENTER,OWN,JAX,PIT
4,2,22,1,10,25,0,UNDER CENTER,OWN,JAX,PIT
4,2,0,2,6,29,0,UNDER CENTER,OWN,JAX,PIT
4,1,54,3,5,30,0,SHOTGUN,OWN,JAX,PIT
1,15,0,1,10,25,0,UNDER CENTER,OWN,LA,KC
1,11,54,1,10,29,0,SHOTGUN,OWN,KC,LA
1,4,54,2,7,28,1,SHOTGUN,OWN,KC,LA
1,3,19,1,10,16,0,UNDER CENTER,OWN,LA,KC
2,14,54,1,10,25,0,SHOTGUN,OWN,KC,LA
2,8,4,1,10,25,0,UNDER CENTER,OWN,LA,KC
2,6,22,1,10,10,0,UNDER CENTER,OWN,LA,KC
2,5,6,2,10,35,0,UNDER CENTER,OWN,LA,KC
2,4,4,1,10,3,0,UNDER CENTER,OWN,KC,LA
2,2,34,1,10,20,0,SHOTGUN,OWN,KC,LA
3,10,45,1,10,36,0,SHOTGUN,OWN,KC,LA
3,9,52,1,10,48,0,SHOTGUN,OWN,KC,LA
3,2,6,1,10,24,0,SHOTGUN,OWN,KC,LA
3,0,58,1,10,34,1,UNDER CENTER,OWN,LA,KC
4,14,25,3,30,38,0,SHOTGUN,OWN,LA,KC
4,11,57,1,10,15,0,UNDER CENTER,OWN,LA,KC
4,11,7,1,10,25,0,UNDER CENTER,OWN,LA,KC
4,8,9,1,10,16,0,UNDER CENTER,OWN,LA,KC
4,6,33,1,10,35,0,SHOTGUN,OWN,KC,LA
1,15,0,1,10,25,0,UNDER CENTER,OWN,DET,CHI
1,12,10,1,10,18,0,SHOTGUN,OWN,DET,CHI
1,10,13,2,3,44,0,UNDER CENTER,OWN,DET,CHI
1,7,41,1,10,13,0,SHOTGUN,OWN,CHI,DET
2,9,3,1,10,25,0,SHOTGUN,OWN,CHI,DET
2,7,47,1,10,35,0,SHOTGUN,OWN,CHI,DET
2,3,58,1,10,25,0,UNDER CENTER,OWN,DET,CHI
3,14,20,2,1,34,1,SHOTGUN,OWN,CHI,DET
3,12,23,1,10,47,0,SHOTGUN,OWN,CHI,DET
3,9,30,2,10,18,0,UNDER CENTER,OWN,DET,CHI
3,8,52,3,1,27,1,UNDER CENTER,OWN,DET,CHI
3,8,7,2,10,30,0,SHOTGUN,OWN,DET,CHI
3,4,35,1,10,20,0,UNDER CENTER,OWN,DET,CHI
3,2,23,1,8,92,0,UNDER CENTER,OPP,DET,CHI
4,13,40,1,10,25,0,UNDER CENTER,OWN,DET,CHI
4,11,50,2,6,41,0,SHOTGUN,OWN,DET,CHI
4,6,0,1,10,25,0,UNDER CENTER,OWN,DET,CHI
4,4,40,1,10,45,1,UNDER CENTER,OWN,DET,CHI
4,1,3,2,9,21,0,UNDER CENTER,OWN,CHI,DET
4,1,0,3,9,21,1,UNDER CENTER,OWN,CHI,DET
1,15,0,1,10,25,0,UNDER CENTER,OWN,DAL,WAS
1,12,36,1,10,47,0,UNDER CENTER,OWN,DAL,WAS
1,8,22,2,15,14,0,SHOTGUN,OWN,DAL,WAS
1,6,48,2,10,23,0,UNDER CENTER,OWN,WAS,DAL
1,5,38,1,10,43,0,SHOTGUN,OWN,WAS,DAL
1,2,15,2,3,34,1,UNDER CENTER,OWN,DAL,WAS
1,0,59,2,5,46,0,UNDER CENTER,OWN,DAL,WAS
2,14,51,1,10,9,0,UNDER CENTER,OWN,WAS,DAL
2,13,37,1,10,29,0,UNDER CENTER,OWN,WAS,DAL
2,12,17,3,1,38,1,UNDER CENTER,OWN,WAS,DAL
2,11,39,1,10,42,0,UNDER CENTER,OWN,WAS,DAL
2,9,33,1,10,4,0,UNDER CENTER,OWN,DAL,WAS
2,8,4,3,13,1,0,UNDER CENTER,OWN,DAL,WAS
2,6,34,2,3,32,0,UNDER CENTER,OWN,DAL,WAS
2,5,21,1,10,36,0,UNDER CENTER,OWN,DAL,WAS
3,15,0,1,10,25,0,UNDER CENTER,OWN,WAS,DAL
3,14,11,1,10,35,0,UNDER CENTER,OWN,WAS,DAL
3,12,6,1,10,8,0,UNDER CENTER,OWN,DAL,WAS
3,8,23,2,10,36,1,UNDER CENTER,OWN,DAL,WAS
3,6,47,1,10,25,0,UNDER CENTER,OWN,WAS,DAL
3,3,5,1,10,9,0,UNDER CENTER,OWN,DAL,WAS
4,11,38,1,10,22,0,UNDER CENTER,OWN,DAL,WAS
4,10,56,2,1,31,1,UNDER CENTER,OWN,DAL,WAS
4,9,33,2,7,37,0,UNDER CENTER,OWN,DAL,WAS
4,8,43,1,10,43,0,UNDER CENTER,OWN,DAL,WAS
4,4,18,1,10,14,0,UNDER CENTER,OWN,DAL,WAS
4,4,13,2,9,15,0,UNDER CENTER,OWN,DAL,WAS
1,15,0,1,10,25,1,UNDER CENTER,OWN,NO,ATL
1,11,11,1,10,25,0,UNDER CENTER,OWN,ATL,NO
1,9,51,2,10,37,0,UNDER CENTER,OWN,ATL,NO
1,2,35,1,10,25,1,UNDER CENTER,OWN,NO,ATL
1,2,1,1,10,38,0,UNDER CENTER,OWN,NO,ATL
2,9,9,1,10,25,0,UNDER CENTER,OWN,ATL,NO
2,7,30,1,10,42,0,UNDER CENTER,OWN,NO,ATL
2,6,12,1,10,53,0,SHOTGUN,OPP,NO,ATL
2,2,44,1,10,45,0,SHOTGUN,OWN,ATL,NO
2,2,7,2,7,48,0,UNDER CENTER,OWN,ATL,NO
3,14,52,1,10,40,0,UNDER CENTER,OWN,ATL,NO
3,10,30,2,4,15,0,UNDER CENTER,OWN,ATL,NO
3,9,43,3,1,18,0,UNDER CENTER,OWN,ATL,NO
3,9,17,1,10,30,0,UNDER CENTER,OWN,NO,ATL
3,8,43,2,8,32,1,UNDER CENTER,OWN,NO,ATL
3,4,43,1,10,39,0,UNDER CENTER,OWN,ATL,NO
3,0,16,1,10,37,0,UNDER CENTER,OWN,NO,ATL
4,13,11,3,1,19,1,SHOTGUN,OWN,ATL,NO
4,3,59,1,10,2,0,UNDER CENTER,OWN,NO,ATL
4,3,55,2,6,6,0,UNDER CENTER,OWN,NO,ATL
1,14,52,1,10,19,0,UNDER CENTER,OWN,OAK,BAL
1,13,56,1,10,31,1,NO HUDDLE SHOTGUN,OWN,OAK,BAL
1,8,38,1,10,31,0,SHOTGUN,OWN,BAL,OAK
1,6,55,1,10,43,0,SHOTGUN,OWN,BAL,OAK
1,3,28,1,10,38,0,SHOTGUN,OWN,BAL,OAK
1,2,49,2,5,43,1,SHOTGUN,OWN,BAL,OAK
1,0,43,1,10,9,0,UNDER CENTER,OWN,OAK,BAL
2,13,39,2,10,20,0,SHOTGUN,OWN,OAK,BAL
2,12,39,1,10,31,0,UNDER CENTER,OWN,OAK,BAL
2,10,16,1,10,14,0,SHOTGUN,OWN,BAL,OAK
2,7,11,1,10,25,1,UNDER CENTER,OWN,OAK,BAL
2,6,42,1,10,37,0,UNDER CENTER,OWN,OAK,BAL
2,2,34,1,10,25,1,SHOTGUN,OWN,BAL,OAK
2,2,7,2,10,44,0,SHOTGUN,OWN,BAL,OAK
3,15,0,1,10,25,0,SHOTGUN,OWN,BAL,OAK
3,13,52,1,10,39,0,SHOTGUN,OWN,BAL,OAK
3,13,29,2,1,48,1,NO HUDDLE,OWN,BAL,OAK
3,8,10,1,10,25,0,UNDER CENTER,OWN,OAK,BAL
3,5,3,1,10,29,0,SHOTGUN,OWN,BAL,OAK
3,3,24,2,4,46,1,SHOTGUN,OWN,BAL,OAK
4,11,16,1,10,25,0,SHOTGUN,OWN,OAK,BAL
4,10,26,1,10,23,0,SHOTGUN,OWN,BAL,OAK
4,9,54,2,8,25,0,SHOTGUN,OWN,BAL,OAK
4,8,57,3,17,16,0,SHOTGUN,OWN,BAL,OAK
4,7,35,1,10,36,0,SHOTGUN,OWN,OAK,BAL
4,3,47,1,10,19,0,SHOTGUN,OWN,BAL,OAK
4,3,6,2,4,25,0,SHOTGUN,OWN,BAL,OAK
4,2,22,3,1,28,1,SHOTGUN,OWN,BAL,OAK
1,14,15,2,5,34,0,UNDER CENTER,OWN,BUF,JAX
1,12,58,1,10,43,0,UNDER CENTER,OWN,BUF,JAX
1,12,22,2,8,45,0,UNDER CENTER,OWN,BUF,JAX
1,11,29,1,10,1,0,UNDER CENTER,OWN,JAX,BUF
1,10,6,1,10,21,0,UNDER CENTER,OWN,JAX,BUF
1,9,32,2,8,23,0,UNDER CENTER,OWN,JAX,BUF
1,6,44,2,3,32,1,UNDER CENTER,OWN,BUF,JAX
1,3,58,1,10,14,0,UNDER CENTER,OWN,BUF,JAX
1,3,22,2,6,18,1,UNDER CENTER,OWN,BUF,JAX
1,2,32,1,10,26,0,UNDER CENTER,OWN,JAX,BUF
1,1,54,2,3,33,1,UNDER CENTER,OWN,JAX,BUF
1,1,18,1,10,39,1,UNDER CENTER,OWN,JAX,BUF
1,0,35,1,10,49,0,UNDER CENTER,OWN,JAX,BUF
2,10,53,1,10,25,0,UNDER CENTER,OWN,BUF,JAX
2,10,16,2,11,24,0,UNDER CENTER,OWN,BUF,JAX
2,8,48,1,15,21,0,SHOTGUN,OWN,JAX,BUF
2,8,8,2,1,35,1,UNDER CENTER,OWN,JAX,BUF
2,4,43,2,1,47,1,UNDER CENTER,OWN,BUF,JAX
2,1,39,1,10,27,0,SHOTGUN,OWN,JAX,BUF
2,0,56,3,1,36,1,NO HUDDLE SHOTGUN,OWN,JAX,BUF
3,15,0,1,10,25,0,UNDER CENTER,OWN,JAX,BUF
3,14,3,1,10,26,0,UNDER CENTER,OWN,BUF,JAX
3,13,20,2,3,33,1,UNDER CENTER,OWN,BUF,JAX
3,12,34,2,10,37,0,UNDER CENTER,OWN,BUF,JAX
3,11,4,1,10,20,0,UNDER CENTER,OWN,JAX,BUF
3,10,28,2,2,28,0,UNDER CENTER,OWN,JAX,BUF
3,9,49,3,1,29,0,UNDER CENTER,OWN,JAX,BUF
3,8,38,2,5,35,0,SHOTGUN,OWN,JAX,BUF
4,14,47,1,10,30,0,SHOTGUN,OWN,JAX,BUF
4,13,19,1,10,26,0,UNDER CENTER,OWN,BUF,JAX
4,12,41,2,10,26,0,SHOTGUN,OWN,BUF,JAX
4,11,11,1,10,45,0,SHOTGUN,OWN,JAX,BUF
4,9,16,2,10,5,0,UNDER CENTER,OWN,BUF,JAX
4,8,2,1,10,17,0,SHOTGUN,OWN,BUF,JAX
4,5,48,1,10,2,0,UNDER CENTER,OWN,JAX,BUF
1,15,0,1,10,25,0,UNDER CENTER,OWN,SEA,CAR
1,14,23,2,12,23,0,SHOTGUN,OWN,SEA,CAR
1,12,29,2,1,34,1,SHOTGUN,OWN,CAR,SEA
1,11,8,2,5,49,1,NO HUDDLE SHOTGUN,OWN,CAR,SEA
1,7,15,1,10,4,1,SHOTGUN,OWN,SEA,CAR
1,6,37,1,10,20,0,SHOTGUN,OWN,SEA,CAR
1,1,52,1,10,37,0,SHOTGUN,OWN,SEA,CAR
2,11,8,3,1,34,0,SHOTGUN,OWN,CAR,SEA
2,9,48,2,18,3,0,SHOTGUN,OWN,SEA,CAR
2,9,10,3,18,3,0,SHOTGUN,OWN,SEA,CAR
2,6,15,1,10,25,0,UNDER CENTER,OWN,SEA,CAR
2,5,46,2,6,29,0,SHOTGUN,OWN,SEA,CAR
3,14,52,2,10,28,0,UNDER CENTER,OWN,CAR,SEA
3,10,39,1,10,20,1,SHOTGUN,OWN,SEA,CAR
3,10,8,1,10,35,0,SHOTGUN,OWN,SEA,CAR
3,9,22,2,8,37,0,UNDER CENTER,OWN,SEA,CAR
3,5,27,1,10,48,0,UNDER CENTER,OWN,CAR,SEA
3,1,41,1,10,25,1,SHOTGUN,OWN,SEA,CAR
3,0,3,3,2,45,1,SHOTGUN,OWN,SEA,CAR
4,9,27,1,10,25,1,SHOTGUN,OWN,CAR,SEA
1,14,11,1,10,45,0,SHOTGUN,OWN,CLE,CIN
1,8,18,1,10,28,0,SHOTGUN,OWN,CIN,CLE
1,7,12,1,10,44,0,SHOTGUN,OWN,CIN,CLE
1,1,4,1,10,46,0,SHOTGUN,OWN,CIN,CLE
2,15,0,2,10,4,0,UNDER CENTER,OWN,CLE,CIN
2,13,38,1,10,20,0,UNDER CENTER,OWN,CLE,CIN
2,12,21,1,10,40,0,UNDER CENTER,OWN,CLE,CIN
2,11,41,2,3,47,0,UNDER CENTER,OWN,CLE,CIN
2,9,9,1,10,41,0,SHOTGUN,OWN,CLE,CIN
2,8,34,2,6,45,1,UNDER CENTER,OWN,CLE,CIN
2,0,32,1,10,28,1,SHOTGUN,OWN,CLE,CIN
2,0,18,2,10,41,0,UNDER CENTER,OWN,CLE,CIN
3,15,0,1,10,25,1,UNDER CENTER,OWN,CIN,CLE
3,14,17,1,10,44,0,UNDER CENTER,OWN,CIN,CLE
3,12,13,1,10,30,0,UNDER CENTER,OWN,CLE,CIN
3,11,32,2,9,31,0,UNDER CENTER,OWN,CLE,CIN
3,9,41,1,10,29,0,UNDER CENTER,OWN,CIN,CLE
3,8,26,3,1,38,1,UNDER CENTER,OWN,CIN,CLE
3,4,56,1,10,25,0,UNDER CENTER,OWN,CLE,CIN
3,3,52,1,10,37,0,UNDER CENTER,OWN,CLE,CIN
4,14,51,1,10,6,0,SHOTGUN,OWN,CIN,CLE
4,13,48,1,10,22,1,UNDER CENTER,OWN,CIN,CLE
4,7,53,1,10,17,0,UNDER CENTER,OWN,CLE,CIN
4,7,13,2,7,20,0,UNDER CENTER,OWN,CLE,CIN
4,3,9,1,10,13,1,UNDER CENTER,OWN,CLE,CIN
4,2,57,1,10,40,0,UNDER CENTER,OWN,CLE,CIN
4,2,51,2,5,45,0,UNDER CENTER,OWN,CLE,CIN
4,2,8,3,5,45,0,UNDER CENTER,OWN,CLE,CIN
1,15,0,1,10,25,0,UNDER CENTER,OWN,MIA,IND
1,12,22,1,10,25,1,SHOTGUN,OWN,IND,MIA
1,11,50,1,10,41,0,SHOTGUN,OWN,IND,MIA
1,8,54,3,4,31,0,SHOTGUN,OWN,MIA,IND
1,8,31,1,10,36,0,SHOTGUN,OWN,MIA,IND
1,5,4,1,10,8,0,UNDER CENTER,OWN,IND,MIA
1,0,47,1,10,11,0,SHOTGUN,OWN,IND,MIA
2,14,53,1,10,34,0,UNDER CENTER,OWN,MIA,IND
2,14,18,2,5,39,0,UNDER CENTER,OWN,MIA,IND
2,11,25,2,10,41,0,UNDER CENTER,OWN,IND,MIA
2,9,6,2,16,5,0,SHOTGUN,OWN,MIA,IND
2,7,33,1,10,27,0,SHOTGUN,OWN,IND,MIA
2,6,59,2,7,30,0,SHOTGUN,OWN,IND,MIA
3,14,26,2,5,30,0,SHOTGUN,OWN,IND,MIA
3,3,31,1,10,38,0,SHOTGUN,OWN,MIA,IND
3,2,53,2,10,38,1,SHOTGUN,OWN,MIA,IND
3,2,12,1,10,48,0,SHOTGUN,OWN,MIA,IND
4,13,36,1,10,25,1,SHOTGUN,OWN,IND,MIA
4,13,10,1,10,35,1,NO HUDDLE SHOTGUN,OWN,IND,MIA
4,8,16,3,10,25,0,SHOTGUN,OWN,MIA,IND
4,7,14,1,10,30,0,NO HUDDLE SHOTGUN,OWN,IND,MIA
4,3,34,3,10,6,0,SHOTGUN,OWN,MIA,IND
4,2,38,1,10,42,0,SHOTGUN,OWN,IND,MIA
1,15,0,1,10,25,0,UNDER CENTER,OWN,NYJ,NE
1,14,35,2,10,25,0,SHOTGUN,OWN,NYJ,NE
1,12,46,2,6,49,0,SHOTGUN,OWN,NYJ,NE
1,11,28,1,10,13,0,SHOTGUN,OWN,NE,NYJ
1,10,58,2,3,20,0,UNDER CENTER,OWN,NE,NYJ
1,10,26,3,1,22,1,UNDER CENTER,OWN,NE,NYJ
1,7,34,1,10,39,0,SHOTGUN,OWN,NYJ,NE
2,12,42,1,10,28,0,UNDER CENTER,OWN,NE,NYJ
2,11,8,2,7,31,0,UNDER CENTER,OWN,NE,NYJ
2,10,54,1,10,40,0,UNDER CENTER,OWN,NE,NYJ
2,9,29,3,3,47,0,UNDER CENTER,OWN,NE,NYJ
2,7,25,1,10,30,1,UNDER CENTER,OWN,NE,NYJ
2,6,53,1,10,42,0,UNDER CENTER,OWN,NE,NYJ
2,1,52,1,10,2,0,UNDER CENTER,OWN,NE,NYJ
2,1,48,2,10,2,0,UNDER CENTER,OWN,NE,NYJ
2,1,40,3,4,8,0,UNDER CENTER,OWN,NE,NYJ
3,15,0,1,10,25,1,UNDER CENTER,OWN,NE,NYJ
3,7,55,1,10,40,0,SHOTGUN,OWN,NYJ,NE
3,6,40,3,1,49,1,UNDER CENTER,OWN,NYJ,NE
3,1,52,1,10,25,0,UNDER CENTER,OWN,NYJ,NE
3,1,19,2,5,30,1,UNDER CENTER,OWN,NYJ,NE
4,13,23,1,10,20,1,UNDER CENTER,OWN,NE,NYJ
4,7,27,1,10,14,0,UNDER CENTER,OWN,NE,NYJ
4,5,15,1,10,39,0,SHOTGUN,OWN,NYJ,NE
4,1,52,1,10,4,0,UNDER CENTER,OWN,NE,NYJ
4,1,48,2,7,7,1,UNDER CENTER,OWN,NE,NYJ
1,15,0,1,10,25,0,UNDER CENTER,OWN,NYG,PHI
1,13,47,1,10,36,0,UNDER CENTER,OWN,NYG,PHI
1,9,56,1,10,48,0,NO HUDDLE SHOTGUN,OWN,PHI,NYG
1,8,17,1,10,6,0,UNDER CENTER,OWN,NYG,PHI
1,3,8,1,10,24,0,UNDER CENTER,OWN,PHI,NYG
1,1,58,2,10,49,0,SHOTGUN,OWN,PHI,NYG
2,15,0,1,10,13,0,UNDER CENTER,OWN,NYG,PHI
2,13,20,1,10,44,0,UNDER CENTER,OWN,NYG,PHI
2,8,56,2,3,37,0,SHOTGUN,OWN,PHI,NYG
2,8,18,3,3,37,1,SHOTGUN,OWN,PHI,NYG
2,4,46,1,10,45,0,UNDER CENTER,OWN,NYG,PHI
2,4,16,2,6,49,1,UNDER CENTER,OWN,NYG,PHI
2,4,6,1,10,25,0,SHOTGUN,OWN,PHI,NYG
3,15,0,1,10,25,0,SHOTGUN,OWN,PHI,NYG
3,13,38,1,10,36,0,NO HUDDLE SHOTGUN,OWN,PHI,NYG
