Quarter,Minute,Second,Down,ToGo,YardLine,SeriesFirstDown,Formation,YardLineDirection,OffenseTeam,DefenseTeam
3,13,11,2,4,42,1,NO HUDDLE SHOTGUN,OWN,PHI,NYG
3,12,21,1,10,10,0,UNDER CENTER,OWN,NYG,PHI
3,11,3,3,18,2,0,SHOTGUN,OWN,NYG,PHI
3,6,49,1,10,25,0,UNDER CENTER,OWN,NYG,PHI
3,6,15,2,5,30,1,UNDER CENTER,OWN,NYG,PHI
3,5,40,2,15,32,0,UNDER CENTER,OWN,NYG,PHI
4,14,5,1,10,39,0,SHOTGUN,OWN,PHI,NYG
4,9,28,2,2,41,0,UNDER CENTER,OWN,NYG,PHI
4,5,49,1,10,25,0,SHOTGUN,OWN,PHI,NYG
4,4,26,1,10,49,0,UNDER CENTER,OWN,PHI,NYG
1,14,21,3,1,34,0,UNDER CENTER,OWN,TB,SF
1,13,35,1,10,10,1,UNDER CENTER,OWN,SF,TB
1,12,11,1,10,27,1,UNDER CENTER,OWN,TB,SF
1,11,31,1,15,33,0,UNDER CENTER,OWN,TB,SF
1,8,16,1,10,27,0,UNDER CENTER,OWN,SF,TB
1,7,49,2,8,29,0,UNDER CENTER,OWN,SF,TB
1,6,21,2,18,8,0,UNDER CENTER,OWN,TB,SF
1,4,25,2,10,42,0,UNDER CENTER,OWN,SF,TB
1,3,43,1,10,13,0,UNDER CENTER,OWN,TB,SF
1,3,15,2,9,14,0,UNDER CENTER,OWN,TB,SF
1,2,0,1,10,27,0,SHOTGUN,OWN,TB,SF
2,13,34,2,1,30,1,UNDER CENTER,OWN,SF,TB
2,12,54,1,10,32,1,UNDER CENTER,OWN,SF,TB
2,11,37,1,10,53,0,UNDER CENTER,OPP,SF,TB
2,7,56,2,3,32,1,UNDER CENTER,OWN,TB,SF
2,3,21,1,10,25,0,SHOTGUN,OWN,SF,TB
2,1,51,3,30,11,0,SHOTGUN,OWN,SF,TB
3,14,37,1,10,21,1,UNDER CENTER,OWN,SF,TB
3,8,25,1,10,25,1,UNDER CENTER,OWN,SF,TB
4,12,5,1,10,22,1,UNDER CENTER,OWN,TB,SF
4,10,1,1,10,15,0,UNDER CENTER,OWN,SF,TB
4,7,43,1,10,20,0,UNDER CENTER,OWN,TB,SF
4,7,1,2,4,26,1,UNDER CENTER,OWN,TB,SF
4,6,20,1,10,30,0,UNDER CENTER,OWN,TB,SF
4,5,38,2,7,33,0,UNDER CENTER,OWN,TB,SF
4,4,13,1,10,41,0,UNDER CENTER,OWN,TB,SF
4,3,30,2,9,42,0,UNDER CENTER,OWN,TB,SF
4,3,22,2,19,32,0,SHOTGUN,OWN,TB,SF
4,3,17,3,14,37,0,UNDER CENTER,OWN,TB,SF
1,14,54,1,10,24,0,UNDER CENTER,OWN,ARI,LAC
1,14,16,2,7,27,0,UNDER CENTER,OWN,ARI,LAC
1,9,36,2,10,26,0,UNDER CENTER,OWN,LAC,ARI
2,13,27,2,10,34,0,UNDER CENTER,OWN,ARI,LAC
2,11,55,1,10,39,0,SHOTGUN,OWN,LAC,ARI
2,4,16,1,10,25,1,UNDER CENTER,OWN,ARI,LAC
2,3,2,2,1,46,0,UNDER CENTER,OWN,ARI,LAC
3,14,53,1,10,23,0,UNDER CENTER,OWN,LAC,ARI
3,13,30,1,10,44,0,UNDER CENTER,OWN,LAC,ARI
3,7,54,1,10,24,0,UNDER CENTER,OWN,ARI,LAC
3,5,17,1,10,42,0,UNDER CENTER,OWN,LAC,ARI
4,14,55,1,10,23,0,UNDER CENTER,OWN,ARI,LAC
4,14,20,2,6,27,0,SHOTGUN,OWN,ARI,LAC
4,12,59,1,10,30,0,SHOTGUN,OWN,LAC,ARI
4,11,53,1,10,19,0,UNDER CENTER,OWN,ARI,LAC
4,11,15,2,7,22,0,UNDER CENTER,OWN,ARI,LAC
4,10,49,3,1,28,1,UNDER CENTER,OWN,ARI,LAC
4,10,16,1,10,30,0,SHOTGUN,OWN,ARI,LAC
4,9,41,2,5,35,0,UNDER CENTER,OWN,ARI,LAC
4,9,3,3,3,37,0,UNDER CENTER,OWN,ARI,LAC
4,8,23,1,10,25,0,UNDER CENTER,OWN,LAC,ARI
4,7,46,2,7,28,1,UNDER CENTER,OWN,LAC,ARI
4,3,18,1,10,30,0,UNDER CENTER,OWN,ARI,LAC
4,2,40,2,8,32,0,SHOTGUN,OWN,ARI,LAC
1,15,0,1,10,25,0,UNDER CENTER,OWN,DEN,PIT
1,14,24,2,8,27,0,UNDER CENTER,OWN,DEN,PIT
1,6,26,1,10,25,0,UNDER CENTER,OWN,PIT,DEN
1,5,45,2,8,27,0,SHOTGUN,OWN,PIT,DEN
2,14,44,2,10,20,0,SHOTGUN,OWN,DEN,PIT
2,11,49,1,10,21,0,SHOTGUN,OWN,PIT,DEN
2,6,29,1,5,30,1,UNDER CENTER,OWN,DEN,PIT
3,14,54,2,10,25,0,SHOTGUN,OWN,PIT,DEN
3,12,51,2,10,27,1,UNDER CENTER,OWN,DEN,PIT
3,11,44,2,16,35,0,UNDER CENTER,OWN,DEN,PIT
3,10,29,2,10,25,0,UNDER CENTER,OWN,DEN,PIT
3,9,34,1,10,23,1,UNDER CENTER,OWN,PIT,DEN
3,8,55,1,10,34,0,UNDER CENTER,OWN,PIT,DEN
3,8,19,2,6,38,1,UNDER CENTER,OWN,PIT,DEN
3,7,36,1,10,46,0,UNDER CENTER,OWN,PIT,DEN
3,4,20,1,10,10,0,UNDER CENTER,OWN,DEN,PIT
4,15,0,1,10,21,0,UNDER CENTER,OWN,DEN,PIT
4,14,23,2,1,30,1,UNDER CENTER,OWN,DEN,PIT
4,13,44,1,10,35,0,UNDER CENTER,OWN,DEN,PIT
4,13,7,2,6,39,0,UNDER CENTER,OWN,DEN,PIT
4,9,22,2,2,98,1,UNDER CENTER,OPP,DEN,PIT
4,7,10,1,10,16,0,SHOTGUN,OWN,DEN,PIT
4,6,33,2,2,24,0,UNDER CENTER,OWN,DEN,PIT
4,6,7,2,7,19,0,SHOTGUN,OWN,DEN,PIT
1,13,43,3,1,34,0,UNDER CENTER,OWN,MIN,GB
1,12,46,1,10,29,0,SHOTGUN,OWN,GB,MIN
1,12,14,2,9,30,0,NO HUDDLE,OWN,GB,MIN
1,9,23,2,10,32,1,UNDER CENTER,OWN,GB,MIN
1,5,54,1,10,25,0,UNDER CENTER,OWN,MIN,GB
1,5,16,2,1,34,1,UNDER CENTER,OWN,MIN,GB
1,4,20,2,1,46,1,UNDER CENTER,OWN,MIN,GB
2,13,39,1,10,42,0,SHOTGUN,OWN,MIN,GB
2,10,56,2,10,25,0,UNDER CENTER,OWN,GB,MIN
2,8,57,1,10,17,0,SHOTGUN,OWN,MIN,GB
2,2,55,1,10,10,0,UNDER CENTER,OWN,MIN,GB
2,2,16,1,10,21,0,SHOTGUN,OWN,MIN,GB
3,14,55,1,10,25,0,SHOTGUN,OWN,GB,MIN
3,13,46,1,10,39,0,SHOTGUN,OWN,GB,MIN
3,13,13,2,4,45,1,UNDER CENTER,OWN,GB,MIN
3,11,32,1,10,25,0,UNDER CENTER,OWN,MIN,GB
3,9,55,1,10,35,0,UNDER CENTER,OWN,GB,MIN
3,8,24,3,2,43,0,SHOTGUN,OWN,GB,MIN
3,7,28,4,1,44,0,UNDER CENTER,OWN,GB,MIN
3,3,27,1,10,25,0,UNDER CENTER,OWN,GB,MIN
4,15,0,2,4,31,1,SHOTGUN,OWN,GB,MIN
4,14,9,2,10,38,0,SHOTGUN,OWN,GB,MIN
4,12,48,1,10,7,0,UNDER CENTER,OWN,MIN,GB
4,12,10,2,5,12,1,UNDER CENTER,OWN,MIN,GB
4,11,24,1,10,20,0,UNDER CENTER,OWN,MIN,GB
4,10,2,1,10,44,0,SHOTGUN,OWN,MIN,GB
1,8,34,2,9,39,1,UNDER CENTER,OWN,HOU,TEN
1,4,47,1,10,46,0,UNDER CENTER,OWN,TEN,HOU
1,4,9,2,9,47,0,UNDER CENTER,OWN,TEN,HOU
1,1,51,1,10,40,0,UNDER CENTER,OWN,HOU,TEN
2,9,36,1,10,3,1,UNDER CENTER,OWN,HOU,TEN
2,9,13,1,10,24,0,UNDER CENTER,OWN,TEN,HOU
2,7,27,1,10,35,0,UNDER CENTER,OWN,TEN,HOU
2,6,47,2,13,32,0,SHOTGUN,OWN,TEN,HOU
2,5,16,1,10,13,0,UNDER CENTER,OWN,HOU,TEN
2,4,35,1,10,27,0,SHOTGUN,OWN,HOU,TEN
2,4,10,2,2,35,1,SHOTGUN,OWN,HOU,TEN
2,2,56,2,3,47,0,UNDER CENTER,OWN,HOU,TEN
2,1,3,3,29,14,0,SHOTGUN,OWN,TEN,HOU
3,15,0,1,10,25,0,UNDER CENTER,OWN,HOU,TEN
3,13,50,1,10,48,0,SHOTGUN,OWN,HOU,TEN
3,8,46,1,10,22,0,UNDER CENTER,OWN,TEN,HOU
3,6,38,2,2,45,0,UNDER CENTER,OWN,TEN,HOU
3,6,0,3,1,46,1,SHOTGUN,OWN,TEN,HOU
3,3,37,1,10,13,0,UNDER CENTER,OWN,HOU,TEN
3,3,13,2,1,22,0,UNDER CENTER,OWN,HOU,TEN
3,2,0,1,10,49,0,SHOTGUN,OWN,TEN,HOU
3,0,13,1,10,25,0,SHOTGUN,OWN,HOU,TEN
4,14,22,3,1,34,0,UNDER CENTER,OWN,HOU,TEN
4,13,44,1,10,18,0,SHOTGUN,OWN,TEN,HOU
4,11,11,2,4,46,0,SHOTGUN,OWN,HOU,TEN
4,8,15,1,10,25,0,SHOTGUN,OWN,TEN,HOU
4,6,43,1,10,26,0,UNDER CENTER,OWN,HOU,TEN
4,4,26,1,10,47,0,UNDER CENTER,OWN,HOU,TEN
1,15,0,1,10,25,0,UNDER CENTER,OWN,DAL,NO
1,13,52,3,1,34,1,UNDER CENTER,OWN,DAL,NO
1,13,5,2,10,37,0,UNDER CENTER,OWN,DAL,NO
1,8,13,2,2,37,0,UNDER CENTER,OWN,DAL,NO
1,8,1,2,12,27,0,SHOTGUN,OWN,DAL,NO
1,6,34,1,10,26,0,UNDER CENTER,OWN,NO,DAL
1,6,0,2,6,30,0,UNDER CENTER,OWN,NO,DAL
1,5,7,1,10,15,0,UNDER CENTER,OWN,DAL,NO
1,3,19,2,1,45,1,UNDER CENTER,OWN,DAL,NO
1,0,49,1,10,9,0,UNDER CENTER,OWN,NO,DAL
2,14,55,2,10,21,0,UNDER CENTER,OWN,NO,DAL
2,13,32,1,10,32,0,UNDER CENTER,OWN,DAL,NO
2,10,0,1,10,2,0,UNDER CENTER,OWN,DAL,NO
2,7,56,1,10,17,0,UNDER CENTER,OWN,DAL,NO
2,6,43,1,10,40,0,UNDER CENTER,OWN,DAL,NO
3,15,0,1,10,25,0,UNDER CENTER,OWN,NO,DAL
3,13,46,3,1,34,1,UNDER CENTER,OWN,NO,DAL
3,12,30,1,10,47,0,UNDER CENTER,OWN,NO,DAL
3,9,27,2,3,32,0,UNDER CENTER,OWN,DAL,NO
3,8,41,3,1,34,1,UNDER CENTER,OWN,DAL,NO
3,7,14,2,19,27,0,SHOTGUN,OWN,DAL,NO
3,5,47,1,10,12,0,UNDER CENTER,OWN,NO,DAL
3,4,52,2,1,21,1,UNDER CENTER,OWN,NO,DAL
3,3,45,1,10,45,0,SHOTGUN,OWN,NO,DAL
3,0,37,2,5,30,0,UNDER CENTER,OWN,DAL,NO
4,13,29,1,10,45,0,UNDER CENTER,OWN,NO,DAL
4,9,15,1,10,20,0,UNDER CENTER,OWN,DAL,NO
4,8,8,1,10,34,0,UNDER CENTER,OWN,DAL,NO
1,14,31,2,2,33,1,SHOTGUN,OWN,ATL,BAL
1,13,56,1,10,35,1,UNDER CENTER,OWN,ATL,BAL
1,13,7,2,1,55,0,UNDER CENTER,OPP,ATL,BAL
1,11,7,2,3,69,1,UNDER CENTER,OPP,ATL,BAL
1,9,32,1,10,25,0,SHOTGUN,OWN,BAL,ATL
1,8,56,2,1,34,1,SHOTGUN,OWN,BAL,ATL
1,7,54,2,2,46,1,UNDER CENTER,OWN,BAL,ATL
1,4,24,1,10,87,1,SHOTGUN,OPP,BAL,ATL
1,3,15,1,10,29,0,SHOTGUN,OWN,BAL,ATL
1,2,42,2,5,34,0,SHOTGUN,OWN,BAL,ATL
1,1,49,1,10,20,0,UNDER CENTER,OWN,ATL,BAL
1,1,15,2,8,22,0,UNDER CENTER,OWN,ATL,BAL
2,11,26,1,10,37,0,UNDER CENTER,OWN,BAL,ATL
2,10,50,2,6,41,0,SHOTGUN,OWN,BAL,ATL
2,10,17,3,1,46,1,SHOTGUN,OWN,BAL,ATL
2,9,40,1,10,48,0,SHOTGUN,OWN,BAL,ATL
2,7,49,1,10,10,0,UNDER CENTER,OWN,ATL,BAL
2,6,49,1,10,27,0,UNDER CENTER,OWN,ATL,BAL
2,6,13,2,2,35,0,NO HUDDLE,OWN,ATL,BAL
2,3,59,1,10,20,0,UNDER CENTER,OWN,BAL,ATL
2,1,16,2,4,24,0,NO HUDDLE SHOTGUN,OWN,BAL,ATL
3,14,55,1,10,25,0,SHOTGUN,OWN,BAL,ATL
3,13,45,1,10,50,0,SHOTGUN,OPP,BAL,ATL
3,12,26,1,10,66,0,SHOTGUN,OPP,BAL,ATL
3,9,58,1,10,25,0,UNDER CENTER,OWN,ATL,BAL
3,7,57,2,6,17,0,SHOTGUN,OWN,BAL,ATL
3,7,26,1,10,24,0,SHOTGUN,OWN,BAL,ATL
3,6,19,1,10,35,0,UNDER CENTER,OWN,BAL,ATL
3,5,43,2,6,39,0,UNDER CENTER,OWN,BAL,ATL
3,4,58,3,1,44,1,UNDER CENTER,OWN,BAL,ATL
3,4,15,1,10,46,1,SHOTGUN,OWN,BAL,ATL
4,13,19,3,3,23,1,SHOTGUN,OWN,BAL,ATL
4,12,34,1,10,39,0,SHOTGUN,OWN,BAL,ATL
4,4,14,1,10,25,0,SHOTGUN,OWN,BAL,ATL
4,4,9,2,3,32,1,UNDER CENTER,OWN,BAL,ATL
4,4,2,1,10,37,0,SHOTGUN,OWN,BAL,ATL
4,3,16,2,8,39,0,SHOTGUN,OWN,BAL,ATL
4,1,59,4,1,46,1,UNDER CENTER,OWN,BAL,ATL
1,15,0,1,10,25,0,UNDER CENTER,OWN,DEN,CIN
1,14,23,2,4,31,1,UNDER CENTER,OWN,DEN,CIN
1,13,47,1,10,42,0,UNDER CENTER,OWN,DEN,CIN
1,13,19,1,25,27,0,SHOTGUN,OWN,DEN,CIN
1,10,35,1,10,5,0,UNDER CENTER,OWN,CIN,DEN
1,9,48,2,3,12,1,UNDER CENTER,OWN,CIN,DEN
1,7,56,3,1,29,1,SHOTGUN,OWN,CIN,DEN
1,7,12,1,10,31,0,UNDER CENTER,OWN,CIN,DEN
1,6,41,2,10,31,1,SHOTGUN,OWN,CIN,DEN
1,4,8,2,10,19,0,UNDER CENTER,OWN,DEN,CIN
1,3,9,1,10,12,0,UNDER CENTER,OWN,CIN,DEN
1,1,20,2,6,31,0,SHOTGUN,OWN,CIN,DEN
1,0,21,1,10,20,0,UNDER CENTER,OWN,DEN,CIN
2,14,25,3,1,29,0,UNDER CENTER,OWN,DEN,CIN
2,13,3,1,10,31,0,UNDER CENTER,OWN,CIN,DEN
2,7,23,1,10,40,0,UNDER CENTER,OWN,CIN,DEN
2,5,52,3,29,21,0,SHOTGUN,OWN,CIN,DEN
2,5,34,3,35,15,0,SHOTGUN,OWN,CIN,DEN
2,4,57,1,10,45,0,UNDER CENTER,OWN,DEN,CIN
2,4,18,2,5,50,0,UNDER CENTER,OPP,DEN,CIN
2,3,38,3,1,54,1,UNDER CENTER,OPP,DEN,CIN
3,15,0,1,10,25,0,UNDER CENTER,OWN,CIN,DEN
3,14,38,2,20,15,0,SHOTGUN,OWN,CIN,DEN
3,13,41,1,10,18,0,UNDER CENTER,OWN,DEN,CIN
3,10,46,2,10,45,0,UNDER CENTER,OWN,CIN,DEN
3,9,36,1,10,15,0,UNDER CENTER,OWN,DEN,CIN
3,7,45,1,10,35,1,UNDER CENTER,OWN,DEN,CIN
3,7,35,1,10,25,0,UNDER CENTER,OWN,CIN,DEN
3,5,43,1,10,36,0,SHOTGUN,OWN,CIN,DEN
3,4,50,2,4,42,1,SHOTGUN,OWN,CIN,DEN
3,2,45,1,10,25,0,UNDER CENTER,OWN,DEN,CIN
3,2,9,2,1,34,1,UNDER CENTER,OWN,DEN,CIN
3,0,35,1,10,48,0,UNDER CENTER,OWN,DEN,CIN
3,0,21,1,10,46,0,UNDER CENTER,OWN,CIN,DEN
4,15,0,2,9,47,0,SHOTGUN,OWN,CIN,DEN
4,11,54,1,10,26,1,UNDER CENTER,OWN,DEN,CIN
4,8,36,1,10,28,0,SHOTGUN,OWN,CIN,DEN
4,6,31,1,10,20,1,UNDER CENTER,OWN,DEN,CIN
4,5,52,1,10,34,0,UNDER CENTER,OWN,DEN,CIN
4,5,45,2,5,39,0,UNDER CENTER,OWN,DEN,CIN
4,0,15,1,10,26,1,SHOTGUN,OWN,CIN,DEN
1,15,0,1,10,25,0,UNDER CENTER,OWN,LA,DET
1,13,37,1,10,46,0,UNDER CENTER,OWN,LA,DET
1,11,56,1,10,4,0,SHOTGUN,OWN,DET,LA
1,11,19,2,1,13,1,UNDER CENTER,OWN,DET,LA
1,9,41,1,10,25,0,UNDER CENTER,OWN,DET,LA
1,8,57,2,10,25,0,UNDER CENTER,OWN,DET,LA
1,7,57,1,10,20,0,UNDER CENTER,OWN,LA,DET
1,3,17,1,10,25,1,SHOTGUN,OWN,DET,LA
2,12,18,1,10,26,0,UNDER CENTER,OWN,LA,DET
2,11,30,2,3,33,0,UNDER CENTER,OWN,LA,DET
2,10,44,3,2,34,1,UNDER CENTER,OWN,LA,DET
2,10,7,1,10,25,0,UNDER CENTER,OWN,DET,LA
2,9,28,2,10,25,0,SHOTGUN,OWN,DET,LA
2,8,37,1,10,29,0,UNDER CENTER,OWN,LA,DET
2,8,13,2,1,38,1,NO HUDDLE,OWN,LA,DET
2,7,0,2,7,49,1,UNDER CENTER,OWN,LA,DET
2,2,28,1,10,25,0,SHOTGUN,OWN,DET,LA
2,2,0,2,4,31,0,SHOTGUN,OWN,DET,LA
3,15,0,1,10,25,0,SHOTGUN,OWN,DET,LA
3,11,8,2,7,83,0,SHOTGUN,OPP,DET,LA
3,5,46,1,10,25,0,UNDER CENTER,OWN,DET,LA
3,5,9,2,5,30,1,UNDER CENTER,OWN,DET,LA
3,2,56,1,10,21,0,UNDER CENTER,OWN,LA,DET
3,1,32,1,10,37,0,NO HUDDLE,OWN,LA,DET
3,0,3,2,10,48,0,UNDER CENTER,OWN,LA,DET
4,12,44,1,10,20,1,SHOTGUN,OWN,DET,LA
4,12,8,1,10,44,0,SHOTGUN,OWN,DET,LA
4,9,48,1,10,31,0,SHOTGUN,OWN,DET,LA
4,9,9,2,6,35,1,UNDER CENTER,OWN,DET,LA
4,6,53,1,10,25,0,SHOTGUN,OWN,DET,LA
1,14,54,1,10,21,0,UNDER CENTER,OWN,GB,ARI
1,14,14,2,5,26,0,UNDER CENTER,OWN,GB,ARI
1,12,10,2,4,39,0,UNDER CENTER,OWN,GB,ARI
1,9,3,1,10,20,1,UNDER CENTER,OWN,ARI,GB
1,8,25,1,10,33,0,UNDER CENTER,OWN,ARI,GB
1,6,51,2,10,44,0,UNDER CENTER,OWN,ARI,GB
1,5,4,1,10,46,0,UNDER CENTER,OWN,ARI,GB
1,4,28,2,8,48,0,UNDER CENTER,OWN,ARI,GB
1,1,17,1,10,19,1,UNDER CENTER,OWN,GB,ARI
1,0,52,1,10,32,0,UNDER CENTER,OWN,GB,ARI
1,0,10,2,11,31,0,SHOTGUN,OWN,GB,ARI
2,14,43,1,10,11,0,UNDER CENTER,OWN,ARI,GB
2,11,29,1,10,25,0,UNDER CENTER,OWN,ARI,GB
2,9,48,2,6,42,0,UNDER CENTER,OWN,ARI,GB
2,3,56,1,10,42,0,NO HUDDLE,OWN,GB,ARI
3,15,0,1,10,25,0,UNDER CENTER,OWN,ARI,GB
3,14,14,3,18,17,0,SHOTGUN,OWN,ARI,GB
3,12,50,1,10,45,0,UNDER CENTER,OWN,GB,ARI
3,7,42,1,10,13,1,UNDER CENTER,OWN,ARI,GB
3,1,49,1,10,24,0,UNDER CENTER,OWN,GB,ARI
3,1,13,2,6,28,1,SHOTGUN,OWN,GB,ARI
4,13,58,1,10,29,0,UNDER CENTER,OWN,ARI,GB
4,13,16,1,10,37,0,UNDER CENTER,OWN,ARI,GB
4,12,12,2,20,27,0,SHOTGUN,OWN,ARI,GB
4,6,41,1,10,70,0,SHOTGUN,OPP,GB,ARI
4,4,22,1,10,44,0,NO HUDDLE,OWN,ARI,GB
1,14,54,1,10,21,0,UNDER CENTER,OWN,HOU,CLE
1,14,0,1,10,42,0,SHOTGUN,OWN,HOU,CLE
1,13,40,2,4,48,1,UNDER CENTER,OWN,HOU,CLE
1,8,2,1,10,27,0,UNDER CENTER,OWN,CLE,HOU
1,7,25,2,4,33,0,SHOTGUN,OWN,CLE,HOU
1,6,16,1,10,18,0,UNDER CENTER,OWN,HOU,CLE
1,5,14,1,10,34,0,UNDER CENTER,OWN,HOU,CLE
1,4,32,2,9,35,0,UNDER CENTER,OWN,HOU,CLE
1,3,17,1,10,44,1,UNDER CENTER,OWN,HOU,CLE
2,13,18,1,10,20,0,SHOTGUN,OWN,HOU,CLE
2,12,13,1,10,32,0,SHOTGUN,OWN,HOU,CLE
2,9,2,1,10,11,0,UNDER CENTER,OWN,CLE,HOU
2,8,24,2,2,19,1,UNDER CENTER,OWN,CLE,HOU
2,6,37,1,10,49,0,UNDER CENTER,OWN,HOU,CLE
2,3,12,1,10,29,1,SHOTGUN,OWN,CLE,HOU
2,1,44,1,10,20,0,SHOTGUN,OWN,HOU,CLE
3,14,53,1,10,25,0,UNDER CENTER,OWN,CLE,HOU
3,13,35,1,10,47,0,UNDER CENTER,OWN,CLE,HOU
3,9,39,1,10,25,0,UNDER CENTER,OWN,HOU,CLE
3,8,7,1,10,46,0,SHOTGUN,OWN,HOU,CLE
3,5,26,1,10,25,0,UNDER CENTER,OWN,CLE,HOU
3,3,35,1,10,7,0,UNDER CENTER,OWN,HOU,CLE
3,2,15,3,1,16,1,SHOTGUN,OWN,HOU,CLE
3,1,39,1,10,18,1,SHOTGUN,OWN,HOU,CLE
4,9,45,1,10,36,0,UNDER CENTER,OWN,HOU,CLE
4,9,3,2,4,42,0,UNDER CENTER,OWN,HOU,CLE
4,7,33,1,10,47,1,UNDER CENTER,OWN,HOU,CLE
1,13,48,1,10,36,0,UNDER CENTER,OWN,JAX,IND
1,11,54,2,10,28,0,SHOTGUN,OWN,JAX,IND
1,10,2,2,10,28,0,SHOTGUN,OWN,IND,JAX
1,8,8,2,4,45,0,SHOTGUN,OWN,IND,JAX
1,7,49,3,2,47,0,UNDER CENTER,OWN,IND,JAX
1,6,44,1,10,29,0,UNDER CENTER,OWN,JAX,IND
1,5,11,2,10,37,0,UNDER CENTER,OWN,IND,JAX
2,12,27,1,10,1,0,UNDER CENTER,OWN,JAX,IND
2,8,52,1,10,40,0,UNDER CENTER,OWN,JAX,IND
2,8,17,2,6,44,0,SHOTGUN,OWN,JAX,IND
2,5,53,1,10,78,0,UNDER CENTER,OPP,JAX,IND
2,2,3,1,10,25,0,SHOTGUN,OWN,IND,JAX
3,14,53,2,10,25,0,UNDER CENTER,OWN,IND,JAX
3,12,9,2,7,20,0,SHOTGUN,OWN,JAX,IND
3,10,51,2,10,28,0,SHOTGUN,OWN,JAX,IND
3,9,16,1,10,21,0,UNDER CENTER,OWN,IND,JAX
3,7,29,1,10,44,0,SHOTGUN,OWN,IND,JAX
3,6,33,1,10,15,0,UNDER CENTER,OWN,JAX,IND
3,5,58,2,10,15,0,UNDER CENTER,OWN,JAX,IND
3,1,56,2,5,37,0,UNDER CENTER,OWN,JAX,IND
4,9,18,2,5,25,0,UNDER CENTER,OWN,JAX,IND
4,2,34,1,10,29,0,UNDER CENTER,OWN,JAX,IND
4,2,29,2,6,33,0,UNDER CENTER,OWN,JAX,IND
1,15,0,1,10,25,0,SHOTGUN,OWN,MIA,BUF
1,13,47,1,10,37,0,SHOTGUN,OWN,MIA,BUF
1,9,42,1,10,25,0,UNDER CENTER,OWN,BUF,MIA
1,9,8,2,5,30,0,UNDER CENTER,OWN,BUF,MIA
1,8,31,3,1,34,1,UNDER CENTER,OWN,BUF,MIA
1,7,56,2,10,36,0,UNDER CENTER,OWN,BUF,MIA
1,6,46,1,10,13,0,SHOTGUN,OWN,MIA,BUF
1,2,49,1,10,13,0,SHOTGUN,OWN,MIA,BUF
1,1,49,1,10,45,0,UNDER CENTER,OWN,BUF,MIA
2,11,43,1,10,14,0,UNDER CENTER,OWN,MIA,BUF
2,11,4,2,8,16,0,UNDER CENTER,OWN,MIA,BUF
2,9,29,1,10,42,0,UNDER CENTER,OWN,BUF,MIA
2,8,49,2,13,39,0,UNDER CENTER,OWN,BUF,MIA
2,6,13,1,10,32,0,SHOTGUN,OWN,MIA,BUF
2,5,11,2,12,30,0,SHOTGUN,OWN,MIA,BUF
2,0,34,1,10,10,0,SHOTGUN,OWN,BUF,MIA
2,0,27,2,3,17,0,SHOTGUN,OWN,BUF,MIA
2,0,16,1,15,22,1,SHOTGUN,OWN,BUF,MIA
3,14,52,1,10,7,0,UNDER CENTER,OWN,BUF,MIA
3,14,11,2,6,11,0,UNDER CENTER,OWN,BUF,MIA
3,12,44,1,10,31,0,UNDER CENTER,OWN,BUF,MIA
3,9,2,1,10,25,0,UNDER CENTER,OWN,MIA,BUF
3,7,1,2,6,40,0,UNDER CENTER,OWN,MIA,BUF
3,6,15,1,12,2,0,UNDER CENTER,OWN,BUF,MIA
3,5,42,2,11,3,0,UNDER CENTER,OWN,BUF,MIA
3,4,21,2,10,24,0,UNDER CENTER,OWN,BUF,MIA
3,3,17,1,10,23,0,UNDER CENTER,OWN,MIA,BUF
3,2,40,2,8,25,0,UNDER CENTER,OWN,MIA,BUF
3,1,23,2,10,41,0,UNDER CENTER,OWN,BUF,MIA
4,7,48,2,10,35,0,SHOTGUN,OWN,BUF,MIA
4,3,34,1,10,45,0,UNDER CENTER,OWN,MIA,BUF
1,14,55,1,10,15,0,SHOTGUN,OWN,CHI,NYG
1,14,8,1,10,12,0,UNDER CENTER,OWN,CHI,NYG
1,12,21,1,10,25,0,UNDER CENTER,OWN,NYG,CHI
1,11,46,2,8,27,0,SHOTGUN,OWN,NYG,CHI
1,10,54,1,10,31,0,UNDER CENTER,OWN,CHI,NYG
1,10,22,2,6,35,0,SHOTGUN,OWN,CHI,NYG
1,9,20,2,10,18,0,UNDER CENTER,OWN,NYG,CHI
1,8,15,1,10,43,0,UNDER CENTER,OWN,CHI,NYG
1,4,35,1,10,87,0,UNDER CENTER,OPP,CHI,NYG
1,2,49,1,10,42,0,UNDER CENTER,OWN,NYG,CHI
1,0,46,1,10,47,0,SHOTGUN,OWN,CHI,NYG
2,12,59,2,10,34,0,UNDER CENTER,OWN,NYG,CHI
2,11,36,2,4,26,0,SHOTGUN,OWN,CHI,NYG
2,9,57,2,10,38,0,UNDER CENTER,OWN,NYG,CHI
2,9,1,1,10,26,1,SHOTGUN,OWN,CHI,NYG
2,1,48,1,10,21,0,SHOTGUN,OWN,CHI,NYG
2,1,32,3,23,8,0,SHOTGUN,OWN,CHI,NYG
2,0,17,3,23,30,0,UNDER CENTER,OWN,NYG,CHI
3,15,0,1,10,25,1,UNDER CENTER,OWN,NYG,CHI
3,13,36,2,7,42,1,UNDER CENTER,OWN,NYG,CHI
3,12,49,1,10,25,0,SHOTGUN,OWN,CHI,NYG
3,11,9,1,10,40,0,UNDER CENTER,OWN,NYG,CHI
